코드,제형,주성분명칭,분류번호,투여,함량,단위
338200COM,OM,zinc oxide,256,외용,50,mg
338300CSP,SP,allantoin chlorohydroxy aluminum,256,외용,5,mg
338300CSP,SP,chlorhexidine HCl,256,외용,4,mg
338300CSP,SP,ethyl aminobenzoate,256,외용,150,mg
338300CSP,SP,hydrocortisone acetate,256,외용,5,mg
338300CSP,SP,lysozyme chloride,256,외용,30,mg
338300CSP,SP,tocopherol acetate,256,외용,20,mg
338300CSP,SP,zinc oxide,256,외용,100,mg
338400CSP,SP,gal. chlorhydroxy allantoinate,256,외용,5,mg
338400CSP,SP,isopropyl methylphenol,256,외용,1.6,mg
338400CSP,SP,lidoxaine,256,외용,50,mg
338400CSP,SP,L-menthol,256,외용,9,mg
338400CSP,SP,lysozyme chloride,256,외용,30,mg
338400CSP,SP,prednisolone acetate,256,외용,1,mg
338400CSP,SP,tocopheryl acetate,256,외용,20,mg
338500COM,OM,allantoin,256,외용,10,mg
338500COM,OM,aluminum potassium sulfate(dried),256,외용,2.7,mg
338500COM,OM,chlorhexidine HCl,256,외용,2,mg
338500COM,OM,dibucaine HCl,256,외용,2.5,mg
338500COM,OM,diphenhydramine HCl,256,외용,5,mg
338500COM,OM,hydrocortisone acetate,256,외용,5,mg
338500COM,OM,methylephedrine HCl,256,외용,5,mg
338500COM,OM,tocopherol acetate,256,외용,30,mg
338600COM,OM,albotyl,259,외용,50,mg
338600COM,OM,dibucaine HCl,259,외용,10,mg
338700CSP,SP,albotyl,259,외용,100,mg
338700CSP,SP,dibucaine HCl,259,외용,2.5,mg
338800CTB,TB,9-aminoacridine undecylenate,259,외용,2,mg
338800CTB,TB,methylbenzethonium chloride,259,외용,3.6,mg
338800CTB,TB,N-myristyl-3-hydroxybutylamine hydrochloride,259,외용,2,mg
338800CTB,TB,succinic acid,259,외용,12.5,mg
338900CCM,CM,cetrimide,261,외용,5,mg
338900CCM,CM,chlorhexidine gluconate,261,외용,1,mg
339000CLQ,LQ,cetrimide,261,외용,150,mg
339000CLQ,LQ,chlorhexidine gluconate,261,외용,15,mg
339100CCM,CM,phenoxyethanol,263,외용,10,mg
339100CCM,CM,triticum vulgare tissues ext.,263,외용,150,mg
339200COM,OM,bacitracin,263,외용,400,I.U
339200COM,OM,neomycin sulfate,263,외용,3.5,mg
339200COM,OM,polymixin B sulfate,263,외용,"5,000",I.U
339300COM,OM,clobetasol propionate,263,외용,500,㎍
339300COM,OM,neomycin sulfate,263,외용,5,mg
339300COM,OM,nystatin,263,외용,100,KI.U
339400COM,OM,bacitracin,263,외용,400,I.U
339400COM,OM,lidocaine,263,외용,40,mg
339400COM,OM,neomycin sulfate,263,외용,3.5,mg
339400COM,OM,polymixin B sulfate,263,외용,"5,000",I.U
339500COM,OM,bacitracin,263,외용,500,I.U
339500COM,OM,lidocaine,263,외용,40,mg
339500COM,OM,neomycin sulfate,263,외용,3.5,mg
339500COM,OM,polymixin B sulfate,263,외용,"5,000",I.U
339600CCM,CM,aescin,264,외용,1,mg
339600CCM,CM,diethylamine salicylate,264,외용,5,mg
339700CLT,LT,calamine,264,외용,80,mg
339700CLT,LT,zinc oxide,264,외용,80,mg
339800CLT,LT,calamine lotion,264,외용,0.99,ml
339800CLT,LT,phenol liqudfied,264,외용,0.01,ml
339900CPO,PO,hydroxypropyl methylcellulose-2910,264,외용,3.5,mg
339900CPO,PO,nonylic acid vanillylamide,264,외용,56.3,mg
340000CLT,LT,menthol,264,외용,30,mg
340000CLT,LT,methylsalicylate,264,외용,200,mg
340100CLT,LT,menthol,264,외용,60,mg
340100CLT,LT,methylsalicylate,264,외용,200,mg
340200CLT,LT,menthol,264,외용,100,mg
340200CLT,LT,methylsalicylate,264,외용,280,mg
340300CPO,PO,thymol,264,외용,14,mg
340300CPO,PO,vanillyl nonylamide,264,외용,20,mg
340400CLT,LT,phenol,264,외용,4.5,mg
340400CLT,LT,calamine,264,외용,150,mg
340400CLT,LT,zinc oxide,264,외용,50,mg
340500CLT,LT,camphor,264,외용,25,mg
340500CLT,LT,menthol,264,외용,30,mg
340500CLT,LT,methyl salicylate,264,외용,100,mg
340600CCM,CM,dexpanthenol,264,외용,25,mg
340600CCM,CM,dimethylsulfoxide,264,외용,150,mg
340600CCM,CM,heparin sodium,264,외용,3.125,mg
340700CCM,CM,fiufenamic acid,264,외용,30,mg
340700CCM,CM,glycol salicylate,264,외용,26.4,mg
340700CCM,CM,mucopolysaccharide polysulfate,264,외용,2,mg
340800CLT,LT,benzylalcohol,264,외용,20,mg
340800CLT,LT,glycol salicylate,264,외용,50,mg
340800CLT,LT,l-menthol,264,외용,70,mg
340800CLT,LT,methyl salicylate,264,외용,100,mg
340900CCM,CM,indomethacin,264,외용,7.5,mg
340900CCM,CM,mentha oil,264,외용,4,mg
340900CCM,CM,tocopherol acetate,264,외용,10,mg
341000CCM,CM,camphor,264,외용,58.3,mg
341000CCM,CM,diphenhydramine hydrochloride,264,외용,10,mg
341000CCM,CM,menthol,264,외용,39.2,mg
341000CCM,CM,methyl salicylate,264,외용,37.5,mg
341100CPO,PO,camphor,264,외용,131.8,mg
341100CPO,PO,eucalyptus oil,264,외용,32.9,mg
341100CPO,PO,menthae oil,264,외용,98.8,mg
341100CPO,PO,nonyl vanilylamide,264,외용,8.2,mg
341200CPO,PO,camphor,264,외용,700,mg
341200CPO,PO,menthol,264,외용,100,mg
341200CPO,PO,methylsalicylate,264,외용,600,mg
341200CPO,PO,thymol,264,외용,20,mg
341300CCM,CM,eucalyptus oil,264,외용,20,mg
341300CCM,CM,menthol,264,외용,60,mg
341300CCM,CM,methylsalicylate,264,외용,120,mg
341300CCM,CM,terpin oil,264,외용,15,mg
341400COM,OM,camphor,264,외용,30,mg
341400COM,OM,chlorpheniramine maleate,264,외용,2,mg
341400COM,OM,menthae oil,264,외용,3,mg
341400COM,OM,methyl salicylate,264,외용,7,mg
341400COM,OM,tocopherol acetate,264,외용,5,mg
341500CPO,PO,camphor,264,외용,80,mg
341500CPO,PO,diphenhydramine hydrochloride,264,외용,10,mg
341500CPO,PO,menthol,264,외용,140,mg
341500CPO,PO,methyl salicylate,264,외용,160,mg
341500CPO,PO,thymol,264,외용,20,mg
341600CPO,PO,camphor,264,외용,92.4,mg
341600CPO,PO,menthae oil,264,외용,105,mg
341600CPO,PO,menthol,264,외용,50.4,mg
341600CPO,PO,methyl salicylate,264,외용,119,mg
341600CPO,PO,thymol,264,외용,30.8,mg
341700CPO,PO,camphor,264,외용,0.1225,g
341700CPO,PO,menthae oil,264,외용,87.5,mg
341700CPO,PO,menthol,264,외용,0.175,g
341700CPO,PO,methylsalicylate,264,외용,0.2625,g
341700CPO,PO,thymol,264,외용,17.5,mg
341800CCM,CM,dibucaime hydrochloride,264,외용,5,mg
341800CCM,CM,diphenhydramine hydrochloride,264,외용,10,mg
341800CCM,CM,dl-camphor,264,외용,20,mg
341800CCM,CM,glycyrrhetic acid,264,외용,10,mg
341800CCM,CM,L-menthol,264,외용,30,mg
341900CCM,CM,camphor,264,외용,30,mg
341900CCM,CM,crotamiton,264,외용,50,mg
341900CCM,CM,dibucaine hydrochloride,264,외용,5,mg
341900CCM,CM,diphenhydramine hydrochloride,264,외용,10,mg
341900CCM,CM,glycyrrhetic acid,264,외용,1,mg
341900CCM,CM,menthol,264,외용,35,mg
341900CLQ,LQ,camphor,264,외용,30,mg
341900CLQ,LQ,crotamiton,264,외용,50,mg
341900CLQ,LQ,dibucaine hydrochloride,264,외용,5,mg
341900CLQ,LQ,diphenhydramine hydrochloride,264,외용,10,mg
341900CLQ,LQ,glycyrrhetic acid,264,외용,1,mg
341900CLQ,LQ,menthol,264,외용,35,mg
342000CLN,LN,camphor,264,외용,50,mg
342000CLN,LN,diphenhydramine,264,외용,1,mg
342000CLN,LN,glycol salicylate,264,외용,15,mg
342000CLN,LN,menthol,264,외용,60,mg
342000CLN,LN,methyl salicylate,264,외용,185,mg
342000CLN,LN,β-butoxyethyl nicotinate,264,외용,250,㎍
342100CPO,PO,camphor,264,외용,140,mg
342100CPO,PO,diphenhydramine hydrochloride,264,외용,17.5,mg
342100CPO,PO,menthol,264,외용,8.75,mg
342100CPO,PO,methyl salicylate,264,외용,105,mg
342100CPO,PO,thymol,264,외용,8.75,mg
342100CPO,PO,vanillyl nonylamide,264,외용,1.75,mg
342200CPO,PO,camphor,264,외용,180,mg
342200CPO,PO,diphenhydramine HCl,264,외용,6,mg
342200CPO,PO,menthae oil,264,외용,140,mg
342200CPO,PO,menthol,264,외용,140,mg
342200CPO,PO,methylsalicylate,264,외용,180,mg
342200CPO,PO,thymol,264,외용,80,mg
342300CPO,PO,diphenhydramine hydrochloride,264,외용,4,mg
342300CPO,PO,dl-camphor,264,외용,100,mg
342300CPO,PO,glycyrrhetic acid,264,외용,2.5,mg
342300CPO,PO,L-menthol,264,외용,125,mg
342300CPO,PO,methyl salicylate,264,외용,400,mg
342300CPO,PO,tocopherol acetate,264,외용,62.5,mg
342400CPL,PL,dl-camphor,264,외용,80,mg
342400CPL,PL,gardenia fruit soft ext.(3→1),264,외용,52.8,mg
342400CPL,PL,glycol salicylate,264,외용,0.16,g
342400CPL,PL,L-menthol,264,외용,0.16,g
342400CPL,PL,phellodendron bark soft ext.(3.3→1),264,외용,0.112,g
342400CPL,PL,tocopherol acetate,264,외용,48,mg
342400CPO,PO,dl-camphor,264,외용,80,mg
342400CPO,PO,gardenia fruit soft ext.,264,외용,52.8,mg
342400CPO,PO,glycol salicylate,264,외용,160,mg
342400CPO,PO,l-menthol,264,외용,160,mg
342400CPO,PO,phellodendron bark soft ext.,264,외용,112,mg
342400CPO,PO,tocopherol acetate,264,외용,48,mg
342500CPO,PO,borneol,264,외용,160,mg
342500CPO,PO,diphenhydramine HCl,264,외용,10,mg
342500CPO,PO,glycol salicylate,264,외용,220,mg
342500CPO,PO,manthae oil,264,외용,160,mg
342500CPO,PO,menthol,264,외용,160,mg
342500CPO,PO,methylsalicylate,264,외용,20,mg
342500CPO,PO,thymol,264,외용,80,mg
342600CCM,CM,betamethasone dipropionate,265,외용,640,㎍
342600CCM,CM,clotrimazole,265,외용,10,mg
342700CCM,CM,ciclopiroxolamine,265,외용,10,mg
342700CCM,CM,lidocaine,265,외용,5,mg
342800CCM,CM,econazole nitrate,265,외용,10,mg
342800CCM,CM,triamcinolone acetonide,265,외용,1,mg
342800COM,OM,econazole nitrate,265,외용,10,mg
342800COM,OM,triamcinolone acetonide,265,외용,1,mg
342900COM,OM,glycyrrhetic acid,265,외용,2,mg
342900COM,OM,siccanin,265,외용,10,mg
343000CLQ,LQ,dried lactaserum,265,외용,9.3,mg
343000CLQ,LQ,lactic acid,265,외용,10,mg
343100CLQ,LQ,benzoic acid,265,외용,60,mg
343100CLQ,LQ,salicylic acid,265,외용,30,mg
343100CLQ,LQ,tolnaftate,265,외용,10,mg
343200COM,OM,benzoic acid,265,외용,60,mg
343200COM,OM,salicylic acid,265,외용,30,mg
343200COM,OM,tolnaftate,265,외용,10,mg
343300CLQ,LQ,chloroxylenol,265,외용,5,mg
343300CLQ,LQ,coal tar sol.,265,외용,75.4,mg
343300CLQ,LQ,menthol,265,외용,15.1,mg
343400COM,OM,crotamiton,265,외용,50,mg
343400COM,OM,exalamide,265,외용,50,mg
343400COM,OM,salicylic acid,265,외용,20,mg
343500COM,OM,crotamiton,265,외용,50,mg
343500COM,OM,pyrrolnitrine,265,외용,5,mg
343500COM,OM,salicylic acid,265,외용,20,mg
343600CCM,CM,econazole nitrate,265,외용,10,mg
343600CCM,CM,gentamicin sulfate,265,외용,1,mg
343600CCM,CM,triamcinolone acetonide,265,외용,1,mg
343600COM,OM,econazole nitrate,265,외용,10,mg
343600COM,OM,gentamicin sulfate,265,외용,1,mg
343600COM,OM,triamcinolone acetonide,265,외용,1,mg
343700CLT,LT,glycyrrhetic acid,265,외용,2,mg
343700CLT,LT,salicylic acid,265,외용,50,mg
343700CLT,LT,siccanin,265,외용,10,mg
343800CLQ,LQ,benzalconium chloride,265,외용,50,mg
343800CLQ,LQ,crotamiton,265,외용,50,mg
343800CLQ,LQ,pyrrolnitrine,265,외용,5,mg
343800CLQ,LQ,salicylic acid,265,외용,20,mg
343900CCM,CM,crotamiton,265,외용,100,mg
343900CCM,CM,dipotassium glycyrrhzinate,265,외용,5,mg
343900CCM,CM,lidocaine,265,외용,20,mg
343900CCM,CM,miconazole nitrate,265,외용,10,mg
343900CLQ,LQ,crotamiton,265,외용,100,mg
343900CLQ,LQ,dipotassium glycyrrhzinate,265,외용,5,mg
343900CLQ,LQ,lidocaine,265,외용,20,mg
343900CLQ,LQ,miconazole nitrate,265,외용,10,mg
344000CCM,CM,crotamiton,265,외용,100,mg
344000CCM,CM,glycylic acid,265,외용,5,mg
344000CCM,CM,lidocaine,265,외용,5,mg
344000CCM,CM,salicylic acid,265,외용,0.1,g
344000CCM,CM,tolnaftate,265,외용,0.02,g
344100CLQ,LQ,dibucaine HCl,265,외용,5,mg
344100CLQ,LQ,diphenhydramine HCl,265,외용,5,mg
344100CLQ,LQ,glycyrrhetic acid,265,외용,5,mg
344100CLQ,LQ,salicylic acid,265,외용,0.1,g
344100CLQ,LQ,tolnaftate,265,외용,0.02,g
344200CCM,CM,benzoylperoxide,266,외용,100,mg
344200CCM,CM,miconazole nitrate,266,외용,20,mg
344300CCM,CM,polidocanol470,266,외용,30,mg
344300CCM,CM,urea,266,외용,50,mg
344400CLT,LT,dipotassium glycirrhizinate,266,외용,5,mg
344400CLT,LT,tocopherol acetate,266,외용,5,mg
344400CLT,LT,urea,266,외용,100,mg
344500CCM,CM,hydrocortisone,266,외용,10,mg
344500CCM,CM,lactic acid,266,외용,50,mg
344500CCM,CM,urea,266,외용,100,mg
344600CLT,LT,d-camphar,266,외용,10,mg
344600CLT,LT,diphenhydramine HCl,266,외용,10,mg
344600CLT,LT,lidocaine,266,외용,20,mg
344600CLT,LT,tocopherol acetate,266,외용,3,mg
344600CLT,LT,urea,266,외용,100,mg
344700COM,OM,camphor,266,외용,30,mg
344700COM,OM,diphenhydramine,266,외용,10,mg
344700COM,OM,ergocalciferol,266,외용,200,I.U
344700COM,OM,menthol,266,외용,10,mg
344700COM,OM,tocopherol acetate,266,외용,5,mg
344700COM,OM,vitamin-A oil,266,외용,"2,000",I.U
344800COM,OM,bacitracin,269,외용,400,I.U
344800COM,OM,ribavirin,269,외용,30,mg
344900CCM,CM,betamethasone dipropionate,269,외용,640,㎍
344900CCM,CM,gentamicin sulfate,269,외용,1,mg
345000CCM,CM,betamethasone dipropionate,269,외용,1,mg
345000CCM,CM,gentamicin sulfate,269,외용,1,mg
345100CCM,CM,betamethasone valerate,269,외용,600,㎍
345100CCM,CM,gentamicin sulfate,269,외용,1,mg
345200CCM,CM,betamethasone valerate,269,외용,1.214,mg
345200CCM,CM,fusidic acid,269,외용,20,mg
345300CCM,CM,chlorhexidine hydrochloride,269,외용,5,mg
345300CCM,CM,dexpanthenol,269,외용,50,mg
345400COM,OM,dextrose,269,외용,700,mg
345400COM,OM,povidone iodide,269,외용,30,mg
345500CCM,CM,diflucortolone valerate,269,외용,1,mg
345500CCM,CM,isoconazole nitrate,269,외용,10,mg
345600COM,OM,flumethasone pivalate,269,외용,200,㎍
345600COM,OM,salicylic acid,269,외용,30,mg
345700COM,OM,fluocinolone acetonide,269,외용,250,㎍
345700COM,OM,neomycin sulfate,269,외용,3.5,mg
345800CCM,CM,fluocinonide,269,외용,500,㎍
345800CCM,CM,gentamicin sulfate,269,외용,1,mg
345900CCM,CM,flupamesone,269,외용,3,mg
345900CCM,CM,gentamicin sulfate,269,외용,1,mg
346000CCM,CM,fucidic acide,269,외용,20,mg
346000CCM,CM,hydrocortisone acetatel,269,외용,10,mg
346100CCM,CM,halometason,269,외용,0.5,mg
346100CCM,CM,trichlosan,269,외용,10,mg
346300COM,OM,neomycin HCl,269,외용,1.6,mg
346300COM,OM,prednisolone,269,외용,2.5,mg
346400CCM,CM,betamethasone dipropionate,269,외용,640,㎍
346400CCM,CM,clotrimazole,269,외용,10,mg
346400CCM,CM,gentamicin sulfate,269,외용,1,mg
346400COM,OM,betamethasone dipropionate,269,외용,640,㎍
346400COM,OM,clotrimazole,269,외용,10,mg
346400COM,OM,gentamicin sulfate,269,외용,1,mg
346500COM,OM,centella asiatica ext.,269,외용,10,mg
346500COM,OM,hydrocortisone acetate,269,외용,10,mg
346500COM,OM,neomycin sulfate,269,외용,3.5,mg
346600CCM,CM,halcinonide,269,외용,1,mg
346600CCM,CM,neomycin sulfate,269,외용,2.5,mg
346600CCM,CM,nystatin,269,외용,100,KI.U
346700CCM,CM,hydrocritisone,269,외용,10,mg
346700CCM,CM,hydroquinone,269,외용,50,mg
346700CCM,CM,tretinoin,269,외용,1,mg
346800CCM,CM,dexamethasone acetate(gel.),269,외용,500,㎍
346800CCM,CM,glycol salicylate(gel.),269,외용,100,mg
346800CCM,CM,methyl nicotinate(gel.),269,외용,5,mg
346800CCM,CM,salicylamide(gel.),269,외용,20,mg
346900CDS,DS,fibrinogen,332,외용,20.625,mg
346900CDS,DS,thrombin,332,외용,7.5,I.U
347000CLQ,LQ,aprotinin,332,외용,"3,000",KI.U
347000CLQ,LQ,calcium chloride,332,외용,5.88,mg
347000CLQ,LQ,human thrombin,332,외용,4,I.U
347000CLQ,LQ,human thrombin,332,외용,500,I.U
347000CLQ,LQ,lyophilized steam treated fibrinogen concentrate,332,외용,100~130,mg
347100CLQ,LQ,aprotinin solution,332,외용,1000K,I.U
347100CLQ,LQ,bovine thrombin,332,외용,-00-600,I.U
347100CLQ,LQ,cacl₂ solution,332,외용,14.7,mg
347100CLQ,LQ,human coagulation factor Ⅲ,332,외용,-0-80,I.U
347100CLQ,LQ,human fibrinogen,332,외용,-5-115,mg
347200CLQ,LQ,aprotinin,332,외용,"1,000",KI.U(A병)
347200CLQ,LQ,human plasma fibrinogen,332,외용,-5-115,mg(B병)
347200CLQ,LQ,human plasma thrombin,332,외용,-00-600,I.U(C병)
347200CLQ,LQ,calcium chloride,332,외용,-3.9-15.6,mg(D병)
347300CIS,IS,calcium chloride,349,외용,240,mg
347300CIS,IS,magnesium chloride,349,외용,150,mg
347300CIS,IS,potassium chloride,349,외용,375,mg
347300CIS,IS,sodium acetate,349,외용,"1,950",mg
347300CIS,IS,sodium chloride,349,외용,"3,200",mg
347300CIS,IS,sodium citrate,349,외용,850,mg
347400CTB,TB,dihydroxydibutylether,616,외용,250,mg
347400CTB,TB,nystatin,616,외용,100,KI.U
347500CSP,SP,nifuratel,616,외용,500,mg
347500CSP,SP,nystatin,616,외용,200,ku
347600CLQ,LQ,hydrocortisone,619,외용,10,mg
347600CLQ,LQ,neomycin sulfate,619,외용,5,mg
347600CLQ,LQ,polymixin B sulfate,619,외용,10,KI.U
347701ACH,CH,celecoxib,114,내복,0.2,g
347701ATB,TB,celecoxib,114,내복,0.2,g
347702ACH,CH,celecoxib,114,내복,0.1,g
347702ATB,TB,celecoxib,114,내복,0.1,g
347703ACH,CH,celecoxib,114,내복,400,mg
347801ATB,TB,rofecoxib,114,내복,12.5,mg
347802ATB,TB,rofecoxib,114,내복,25,mg
347803ATB,TB,rofecoxib,114,내복,50,mg
347901ATB,TB,fexofenadine hydrochloride,141,내복,0.12,g
347902ATB,TB,fexofenadine hydrochloride,149,내복,0.18,g
347903ATB,TB,fexofenadine hydrochloride,141,내복,30,mg
348001ATB,TB,rosiglitazone maleate(as rosiglitazone),396,내복,2,mg
348002ATB,TB,rosiglitazone maleate (as rosiglitazone),396,내복,4,mg
348003ATB,TB,rosiglitazone maleate(as rosiglitazone),396,내복,8,mg
348101ACH,CH,anagrelide hydrochloride (as anagrelide),429,내복,0.5,mg
348102ACH,CH,anagrelide hydrochloride (as anagrelide),429,내복,1,mg
348201ATB,TB,bucillamine,114,내복,0.1,g
348301BIJ,IJ,methionyl somatropin,241,주사,4,I.U
348402BIJ,IJ,somatropin,241,주사,4,I.U
348403BIJ,IJ,somatropin,241,주사,10,I.U
348404BIJ,IJ,somatropin,241,주사,12,I.U
348405BIJ,IJ,somatropin,241,주사,16,I.U
348406BIJ,IJ,somatropin,241,주사,18,I.U
348407BIJ,IJ,somatropin,241,주사,36,I.U
348408BIJ,IJ,somatropin,241,주사,24,I.U
348409BIJ,IJ,somatropin,241,주사,12.96,I.U
348410BIJ,IJ,somatropin,241,주사,4.86,I.U
348411BIJ,IJ,somatropin,241,주사,15,I.U
348412BIJ,IJ,somatropin,241,주사,30,I.U
348413BIJ,IJ,somatropin,241,주사,27,I.U
348414BIJ,IJ,somatropin,241,주사,42,I.U
348415BIJ,IJ,somatropin,241,주사,72,I.U
348416BIJ,IJ,somatropin,241,주사,17.4,I.U
348417BIJ,IJ,somatropin,241,주사,6,I.U
348418BIJ,IJ,somatropin,241,주사,9,I.U
348419BIJ,IJ,somatropin,241,주사,22,I.U
348420BIJ,IJ,somatropin,241,주사,45,I.U
348430BIJ,IJ,somatropin,241,주사,4,I.U(8I.U/mL)
348431BIJ,IJ,somatropin,241,주사,12,I.U(8I.U/mL)
348432BIJ,IJ,somatropin,241,주사,15,I.U(10I.U/mL)
348433BIJ,IJ,somatropin,241,주사,16,I.U(8I.U/mL)
348434BIJ,IJ,somatropin,241,주사,18.0147,I.U(17.49I.U/mL)
348435BIJ,IJ,somatropin,241,주사,30,I.U(20I.U/mL)
348436BIJ,IJ,somatropin,241,주사,4,I.U(4I.U/mL)
348437BIJ,IJ,somatropin,241,주사,16,I.U(16I.U/mL)
348438BIJ,IJ,somatropin,241,주사,16,I.U(10.667I.U/mL)
348439BIJ,IJ,somatropin,241,주사,36,I.U(21.3018I.U/mL)
348440BIJ,IJ,somatropin,241,주사,20,I.U(11.1I.U/mL)
348500BIJ,IJ,dextrose,331,주사,50,g(50mg/mL)
348500BIJ,IJ,sodium chloride,331,주사,4.5,g(4.5mg/mL)
348600BIJ,IJ,dextrose,331,주사,50,g(50mg/mL)
348600BIJ,IJ,sodium chloride,331,주사,9,g(9mg/mL)
348700BIJ,IJ,dextrose,331,주사,100,g(0.1g/mL)
348700BIJ,IJ,sodium chloride,331,주사,9,g(9mg/mL)
348800BIJ,IJ,dextrose,331,주사,50,g/1ℓ
348800BIJ,IJ,potassium chloride,331,주사,1.5,g/1ℓ
348800BIJ,IJ,sodium chloride,331,주사,2,g/1ℓ
348900BIJ,IJ,dextrose,331,주사,25,g/1ℓ
348900BIJ,IJ,lactic acid,331,주사,2.6,g/1ℓ
348900BIJ,IJ,sodium chloride,331,주사,3,g/1ℓ
348900BIJ,IJ,sodium hydroxide,331,주사,1.1,g/1ℓ
349000BIJ,IJ,magnesium chloride,331,주사,0.3,g(0.3mg/mL)
349000BIJ,IJ,potassium chloride,331,주사,0.37,g(0.37mg/mL)
349000BIJ,IJ,sodium acetate,331,주사,3.68,g(3.68mg/mL)
349000BIJ,IJ,sodium chloride,331,주사,5.26,g(5.26mg/mL)
349000BIJ,IJ,sodium gluconate,331,주사,5.02,g(5.02mg/mL)
349100BIJ,IJ,dextrose,331,주사,33.3,g(33.3mg/mL)
349100BIJ,IJ,sodium chloride,331,주사,3,g(3mg/mL)
349200BIJ,IJ,dextrose,339,주사,37.5,g/1ℓ
349200BIJ,IJ,sodium chloride,339,주사,2.25,g/1ℓ
349300BIJ,IJ,dextrose,331,주사,40,g(40mg/mL)
349300BIJ,IJ,sodium chloride,331,주사,1.8,g(1.8mg/mL)
349400BIJ,IJ,calcium chloride,331,주사,0.2,g(0.2mg/mL)
349400BIJ,IJ,potassium chloride,331,주사,0.3,g(0.3mg/mL)
349400BIJ,IJ,sodium chloride,331,주사,6,g(6mg/mL)
349400BIJ,IJ,sodium lactate,331,주사,3.1,g(3.1mg/mL)
349500BIJ,IJ,calcium chloride,331,주사,0.2,g(0.2mg/mL)
349500BIJ,IJ,dextrose,331,주사,50,g(50mg/mL)
349500BIJ,IJ,potassium chloride,331,주사,0.3,g(0.3mg/mL)
349500BIJ,IJ,sodium chloride,331,주사,6,g(6mg/mL)
349500BIJ,IJ,sodium lactate,331,주사,6.1,g(6.1mg/mL)
349600BIS,IS,calcium chloride,349,주사,0.514,g(0.257mg/mL)
349600BIS,IS,dextrose,349,주사,30,g(15mg/mL)
349600BIS,IS,magnesium chloride,349,주사,0.1016,g(50.8μg/mL)
349600BIS,IS,sodium chloride,349,주사,10.76,g(5.38mg/mL)
349600BIS,IS,sodium lactate,349,주사,8.96,g(4.48mg/mL)
349700BIS,IS,calcium chloride,341,주사,1.285,g(0.257mg/mL)
349700BIS,IS,dextrose,341,주사,75,g(15mg/mL)
349700BIS,IS,magnesium chloride,341,주사,0.254,g(50.8μg/mL)
349700BIS,IS,sodium chloride,341,주사,26.9,g(5.38mg/mL)
349700BIS,IS,sodium lactate,341,주사,22.4,g(4.48mg/mL)
349800BIS,IS,calcium chloride,349,주사,1.285,g(0.257mg/mL)
349800BIS,IS,dextrose,349,주사,125,g(25mg/mL)
349800BIS,IS,magnesium chloride,349,주사,0.254,g(50.8μg/mL)
349800BIS,IS,sodium chloride,349,주사,26.9,g(5.38mg/mL)
349800BIS,IS,sodium lactate,349,주사,22.4,g(4.48mg/mL)
349900BIS,IS,calcium chloride,349,주사,0.514,g(0.257mg/mL)(2백)
349900BIS,IS,dextrose,349,주사,30,g(15mg/mL)(2백)
349900BIS,IS,magnesium chloride,349,주사,0.1016,g(50.8μg/mL)(2백)
349900BIS,IS,sodium chloride,349,주사,10.76,g(5.38mg/mL)(2백)
349900BIS,IS,sodium lactate,349,주사,8.96,g(4.48mg/mL)(2백)
350000BIS,IS,calcium chloride,349,주사,0.514,g(0.257mg/mL)(2백)
350000BIS,IS,dextrose,349,주사,50,g(25mg/mL)(2백)
350000BIS,IS,magnesium chloride,349,주사,0.1016,g(50.8μg/mL)(2백)
